iso3,country_id,country_name,country_name_dos_short,country_name_dos_long,region,highland_population_total_2015,highland_population_total_2025,highland_absolute_change_2015_2025,highland_percent_change_2015_2025,lowland_population_total_2015,lowland_population_total_2025,lowland_absolute_change_2015_2025,lowland_percent_change_2015_2025,highland_minus_lowland_growth_difference_pp,highland_youth_share_2025_percent,lowland_youth_share_2025_percent,country_share_global_highland_2025_population_percent,country_share_global_highland_absolute_growth_percent
CIV,47,Cote d'Ivoire,C�te d�Ivoire,Republic of C�te d�Ivoire,Africa,0.0,0.0,0.0,0.0,24562839.73294202,31910256.266226217,7347416.5332841985,29.91273245751932,-29.91273245751932,0.0,40.66791771969693,0.0,0.0
CAF,41,Central African Republic,Central African Republic,Central African Republic,Africa,0.0,0.0,0.0,0.0,2474821.8586789626,2922314.3593911203,447492.5007121577,18.081806540654412,-18.081806540654412,0.0,48.92509598644761,0.0,0.0
PCN,182,Pitcairn Islands,Pitcairn Islands,"Pitcairn, Henderson, Ducie, and Oeno Islands",Oceania,0.0,0.0,0.0,0.0,56.70974195958115,20.731887000059942,-35.97785495952121,-63.44210662281584,63.44210662281584,0.0,16.5449048988771,0.0,0.0
BES,21,Sint Eustatius,,,North America,0.0,0.0,0.0,0.0,23078.87181520994,28943.535253895196,5864.663438685257,25.41139569404861,-25.41139569404861,0.0,15.737563252151451,0.0,0.0
AIA,4,Anguilla,Anguilla,Anguilla,North America,0.0,0.0,0.0,0.0,14034.000034548433,14673.999974672119,639.9999401236855,4.560352989512292,-4.560352989512292,0.0,16.001090238569734,0.0,0.0
ASM,10,American Samoa,American Samoa,Territory of American Samoa,Oceania,0.0,0.0,0.0,0.0,53185.00000890728,46389.00001024357,-6795.999998663705,-12.77803891609576,12.77803891609576,0.0,26.680894186973287,0.0,0.0
ATG,13,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,North America,0.0,0.0,0.0,0.0,89052.7415141296,93945.04392483557,4892.3024107059755,5.493713419176136,-5.493713419176136,0.0,17.59691279302878,0.0,0.0
AX2,16,U.S. Naval Base Guantanamo Bay,,,North America,0.0,0.0,0.0,0.0,9182.451143035427,8933.115678379276,-249.3354646561511,-2.715347577376041,2.715347577376041,0.0,17.512856379649676,0.0,0.0
BEL,19,Belgium,Belgium,Kingdom of Belgium,Europe,0.0,0.0,0.0,0.0,11204250.001057923,11714136.643816521,509886.64275859855,4.5508324315367314,-4.5508324315367314,0.0,15.853660647065718,0.0,0.0
BEN,20,Benin,Benin,Republic of Benin,Africa,0.0,0.0,0.0,0.0,11141161.356613895,14568515.60758719,3427354.2509732954,30.762989075090125,-30.762989075090125,0.0,41.407780423241114,0.0,0.0
BES,21,Bonaire,,,North America,0.0,0.0,0.0,0.0,1451.250576697091,1975.6765816532925,524.4260049562015,36.136144465812755,-36.136144465812755,0.0,15.65860329856964,0.0,0.0
BES,21,Saba,,,North America,0.0,0.0,0.0,0.0,22.332323965618002,26.51446473953547,4.182140773917467,18.72684983594243,-18.72684983594243,0.0,13.572418149440788,0.0,0.0
BFA,24,Burkina Faso,Burkina Faso,Burkina Faso,Africa,0.0,0.0,0.0,0.0,18387016.769831803,23662995.32422146,5275978.554389656,28.69404330476345,-28.69404330476345,0.0,41.49949186834962,0.0,0.0
BRN,37,Brunei,Brunei,Brunei Darussalam,Asia,0.0,0.0,0.0,0.0,419400.239110187,464458.2840459392,45058.04493575223,10.743447603022075,-10.743447603022075,0.0,20.727654004075955,0.0,0.0
BGD,25,Bangladesh,Bangladesh,People�s Republic of Bangladesh,Asia,0.0,0.0,0.0,0.0,158759633.91332468,174709178.82452148,15949544.911196798,10.046347751031288,-10.046347751031288,0.0,27.811192499568037,0.0,0.0
BHR,27,Bahrain,Bahrain,Kingdom of Bahrain,Asia,0.0,0.0,0.0,0.0,1342154.0008857844,1626293.0004543334,284138.999568549,21.170372355260657,-21.170372355260657,0.0,18.55993966718916,0.0,0.0
BHS,28,The Bahamas,"Bahamas, The",Commonwealth of The Bahamas,North America,0.0,0.0,0.0,0.0,382657.6000651018,400862.07537721633,18204.47531211452,4.757379785222449,-4.757379785222449,0.0,17.705512174269085,0.0,0.0
BLM,30,Saint Barthelemy,Saint Barthelemy,Saint Barthelemy,North America,0.0,0.0,0.0,0.0,9513.999989008127,11338.000016597918,1824.000027589791,19.171747211447602,-19.171747211447602,0.0,18.636443947676405,0.0,0.0
BLR,31,Belarus,Belarus,Republic of Belarus,Europe,0.0,0.0,0.0,0.0,9479211.243258337,9028027.135102114,-451184.10815622285,-4.759722054692127,4.759722054692127,0.0,16.094322789590677,0.0,0.0
BLZ,32,Belize,Belize,Belize,North America,0.0,0.0,0.0,0.0,352315.41398531484,419728.1635799157,67412.74959460087,19.134203874886598,-19.134203874886598,0.0,26.38595379922005,0.0,0.0
BMU,33,Bermuda,Bermuda,Bermuda,North America,0.0,0.0,0.0,0.0,63498.000167156104,64600.99994336197,1102.9997762058629,1.7370622276327716,-1.7370622276327716,0.0,13.470379710665497,0.0,0.0
BRB,36,Barbados,Barbados,Barbados,North America,0.0,0.0,0.0,0.0,277674.1706973787,281541.0699427883,3866.899245409586,1.3926031491146147,-1.3926031491146147,0.0,17.136952006440463,0.0,0.0
GGY,86,Guernsey,Guernsey,Bailiwick of Guernsey,Europe,0.0,0.0,0.0,0.0,62217.000292262645,64391.0001335528,2173.999841290155,3.494221564970749,-3.494221564970749,0.0,13.879268829365055,0.0,0.0
GHA,87,Ghana,Ghana,Republic of Ghana,Africa,0.0,0.0,0.0,0.0,28286663.475370456,34646679.47485874,6360015.999488283,22.484150543332998,-22.484150543332998,0.0,35.637874003424166,0.0,0.0
GIB,88,Gibraltar,Gibraltar,Gibraltar,Europe,0.0,0.0,0.0,0.0,33011.000048844144,39739.00007814937,6728.000029305229,20.38108515146546,-20.38108515146546,0.0,17.62500309576518,0.0,0.0
MRT,159,Mauritania,Mauritania,Islamic Republic of Mauritania,Africa,0.0,0.0,0.0,0.0,3909976.3336194945,5247492.010640391,1337515.6770208967,34.20776912434015,-34.20776912434015,0.0,42.559185469892526,0.0,0.0
MAF,143,Saint Martin,Saint Martin,Saint Martin,North America,0.0,0.0,0.0,0.0,37605.36074088008,25678.115703265627,-11927.245037614455,-31.716874410005513,31.716874410005513,0.0,21.14199482488482,0.0,0.0
MCO,145,Monaco,Monaco,Principality of Monaco,Europe,0.0,0.0,0.0,0.0,36545.28327816725,38581.55834758282,2036.2750694155693,5.57192306847454,-5.57192306847454,0.0,13.625087385035773,0.0,0.0
MDA,146,Moldova,Moldova,Republic of Moldova,Europe,0.0,0.0,0.0,0.0,3317182.916410499,3019904.8511565295,-297278.0652539693,-8.961762819388081,8.961762819388081,0.0,19.667390427582234,0.0,0.0
MDV,148,Maldives,Maldives,Republic of Maldives,Asia,0.0,0.0,0.0,0.0,420536.78484401235,528758.9247180459,108222.13987403351,25.734286220449377,-25.734286220449377,0.0,19.33346595262773,0.0,0.0
MHL,150,Marshall Islands,Marshall Islands,Republic of the Marshall Islands,Oceania,0.0,0.0,0.0,0.0,49322.99984235081,36914.00002971628,-12408.99981263453,-25.1586477957483,25.1586477957483,0.0,34.19840707091973,0.0,0.0
MLI,152,Mali,Mali,Republic of Mali,Africa,0.0,0.0,0.0,0.0,18200441.017454576,24699741.406712923,6499300.389258347,35.709576394469735,-35.709576394469735,0.0,45.97469236076589,0.0,0.0
MLT,153,Malta,Malta,Republic of Malta,Europe,0.0,0.0,0.0,0.0,439120.0531569621,542201.9563209926,103081.90316403046,23.47465173201374,-23.47465173201374,0.0,12.95695687175007,0.0,0.0
MNP,157,Northern Mariana Islands,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,Oceania,0.0,0.0,0.0,0.0,51865.99995762259,43887.000003953144,-7978.999953669445,-15.383873751954521,15.383873751954521,0.0,21.614601214916988,0.0,0.0
MSR,160,Montserrat,Montserrat,Montserrat,North America,0.0,0.0,0.0,0.0,4690.000000605758,4372.999998633593,-317.0000019721647,-6.759061874866122,6.759061874866122,0.0,16.0073176421961,0.0,0.0
GLP,90,Guadeloupe,Guadeloupe,,North America,0.0,0.0,0.0,0.0,402706.87920936546,371822.14604673005,-30884.733162635413,-7.669283728967188,7.669283728967188,0.0,16.19113677490299,0.0,0.0
MTQ,161,Martinique,Martinique,,North America,0.0,0.0,0.0,0.0,384470.8614292648,340839.0910636944,-43631.77036557044,-11.348524619881458,11.348524619881458,0.0,14.801336728962838,0.0,0.0
MUS,162,Mauritius,Mauritius,Republic of Mauritius,Africa,0.0,0.0,0.0,0.0,1216562.4123526094,1195376.4553523518,-21185.95700025768,-1.7414607573883456,1.7414607573883456,0.0,14.801244054345108,0.0,0.0
MYT,165,Mayotte,Mayotte,,Africa,0.0,0.0,0.0,0.0,240528.99993803556,331759.00010621845,91230.00016818289,37.92889846616637,-37.92889846616637,0.0,42.88595034967219,0.0,0.0
NCL,167,New Caledonia,New Caledonia,New Caledonia,Oceania,0.0,0.0,0.0,0.0,282585.6459247513,293568.19883682864,10982.552912077343,3.88645108853188,-3.88645108853188,0.0,21.1970058482676,0.0,0.0
NFK,170,Norfolk Island,Norfolk Island,Territory of Norfolk Island,Oceania,0.0,0.0,0.0,0.0,2042.4867314933463,2306.878508772569,264.3917772792229,12.944601950286117,-12.944601950286117,0.0,15.96964113371241,0.0,0.0
NIU,173,Niue,Niue,Niue,Oceania,0.0,0.0,0.0,0.0,1774.9999996267197,1822.0000084493877,47.00000882266795,2.6478878215522252,-2.6478878215522252,0.0,22.61251366366276,0.0,0.0
NLD,174,Netherlands,Netherlands,Kingdom of the Netherlands,Europe,0.0,0.0,0.0,0.0,17060193.597830456,18285031.309800792,1224837.7119703367,7.179506521696795,-7.179506521696795,0.0,14.977443309212315,0.0,0.0
NRU,177,Nauru,Nauru,Republic of Nauru,Oceania,0.0,0.0,0.0,0.0,10848.999944824682,11987.999922420364,1138.9999775956821,10.498663318170827,-10.498663318170827,0.0,37.48748747383978,0.0,0.0
MAC,142,Macau,Macau,Macau Special Administrative Region,Asia,0.0,0.0,0.0,0.0,616131.8263124031,721623.7102685459,105491.88395614282,17.121641741430555,-17.121641741430555,0.0,13.823211823887702,0.0,0.0
LUX,140,Luxembourg,Luxembourg,Grand Duchy of Luxembourg,Europe,0.0,0.0,0.0,0.0,555054.9807263269,667471.3762429104,112416.39551658346,20.253200028847417,-20.253200028847417,0.0,15.77277734263638,0.0,0.0
LTU,139,Lithuania,Lithuania,Republic of Lithuania,Europe,0.0,0.0,0.0,0.0,2922588.709887738,2851834.482979248,-70754.22690849006,-2.420943688351135,2.420943688351135,0.0,14.619736629466761,0.0,0.0
LCA,135,Saint Lucia,Saint Lucia,Saint Lucia,North America,0.0,0.0,0.0,0.0,173860.73960486025,179288.15652647102,5427.416921610769,3.1217035737601604,-3.1217035737601604,0.0,17.362526407068195,0.0,0.0
GMB,91,The Gambia,"Gambia, The",Republic of The Gambia,Africa,0.0,0.0,0.0,0.0,2195102.3538096165,2791555.273973144,596452.9201635276,27.17198672437206,-27.17198672437206,0.0,39.998741930991585,0.0,0.0
GNB,92,Guinea-Bissau,Guinea-Bissau,Republic of Guinea-Bissau,Africa,0.0,0.0,0.0,0.0,1763216.7243142836,2224669.724216212,461452.9999019285,26.171087963187734,-26.171087963187734,0.0,38.56185759492694,0.0,0.0
GRD,95,Grenada,Grenada,Grenada,North America,0.0,0.0,0.0,0.0,114146.358026556,116975.37373265013,2829.0157060941274,2.478410835881387,-2.478410835881387,0.0,19.229063730489212,0.0,0.0
GRL,96,Greenland,Greenland,Greenland,North America,0.0,0.0,0.0,0.0,55987.99998781891,55796.00002109591,-191.9999667230004,-0.3429305686303727,0.3429305686303727,0.0,20.782851819927654,0.0,0.0
GUF,98,French Guiana,French Guiana,,South America,0.0,0.0,0.0,0.0,263732.187521169,310937.53810852027,47205.35058735125,17.89897207126537,-17.89897207126537,0.0,31.026289839193446,0.0,0.0
GUM,99,Guam,Guam,Territory of Guam,Oceania,0.0,0.0,0.0,0.0,165220.99966352253,168399.00003665022,3178.0003731276956,1.9234845325956071,-1.9234845325956071,0.0,25.943146870049773,0.0,0.0
HKG,101,Hong Kong,Hong Kong,Hong Kong Special Administrative Region,Asia,0.0,0.0,0.0,0.0,7336093.897852904,7387481.032598402,51387.13474549819,0.700469970273117,-0.700469970273117,0.0,10.414635465451374,0.0,0.0
HUN,106,Hungary,Hungary,Hungary,Europe,0.0,0.0,0.0,0.0,9847981.65070681,9658726.203142602,-189255.44756420888,-1.9217688890659703,1.9217688890659703,0.0,14.368192772484964,0.0,0.0
IMN,108,Isle of Man,Isle of Man,Isle of Man,Europe,0.0,0.0,0.0,0.0,83739.86043739025,84136.29327922533,396.43284183507785,0.47340996242939604,-0.47340996242939604,0.0,14.064821032497449,0.0,0.0
IRL,111,Ireland,Ireland,Ireland,Europe,0.0,0.0,0.0,0.0,4676815.287560705,5281518.506176986,604703.2186162807,12.929807602721826,-12.929807602721826,0.0,18.326588246284437,0.0,0.0
JEY,119,Jersey,Jersey,Bailiwick of Jersey,Europe,0.0,0.0,0.0,0.0,100975.00021387529,103925.00007053628,2949.9998566609866,2.921515078398205,-2.921515078398205,0.0,14.271830636488014,0.0,0.0
KHM,126,Cambodia,Cambodia,Kingdom of Cambodia,Asia,0.0,0.0,0.0,0.0,15491299.2838892,17722480.78537513,2231181.501485929,14.402804184451693,-14.402804184451693,0.0,29.64230419492308,0.0,0.0
KIR,127,Kiribati,Kiribati,Republic of Kiribati,Oceania,0.0,0.0,0.0,0.0,26344.49501699142,63686.57224919444,37342.077232203024,141.74527622609008,-141.74527622609008,0.0,32.339022360652386,0.0,0.0
KNA,128,Saint Kitts and Nevis,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,North America,0.0,0.0,0.0,0.0,47082.45168890417,46872.30287833797,-210.14881056619924,-0.446342114796296,0.446342114796296,0.0,18.166825774553725,0.0,0.0
KWT,130,Kuwait,Kuwait,State of Kuwait,Asia,0.0,0.0,0.0,0.0,3742446.4908077116,4983480.755930726,1241034.2651230148,33.161042333438125,-33.161042333438125,0.0,18.08478279190249,0.0,0.0
LBR,133,Liberia,Liberia,Republic of Liberia,Africa,0.0,0.0,0.0,0.0,4460447.438385008,5501372.342475726,1040924.9040907184,23.336782205589795,-23.336782205589795,0.0,39.300820240708426,0.0,0.0
LBY,134,Libya,Libya,State of Libya,Africa,0.0,0.0,0.0,0.0,5859562.703158976,6703792.176658059,844229.473499083,14.40772146774616,-14.40772146774616,0.0,27.150379445619794,0.0,0.0
LVA,141,Latvia,Latvia,Republic of Latvia,Europe,0.0,0.0,0.0,0.0,1985330.5772681094,1862969.7765233936,-122360.80074471585,-6.163245665267946,6.163245665267946,0.0,15.288172973320293,0.0,0.0
