iso3,country_id,country_name,region,worldpop_country_name,country_name_dos_short,country_name_dos_long,highland_population_total_2015,highland_population_total_2025,highland_absolute_change_2015_2025,highland_percent_change_2015_2025,lowland_population_total_2015,lowland_population_total_2025,lowland_absolute_change_2015_2025,lowland_percent_change_2015_2025,highland_minus_lowland_growth_difference_pp,highland_youth_share_2025_percent,lowland_youth_share_2025_percent,country_share_global_highland_2025_population_percent,country_share_global_highland_absolute_growth_percent
CIV,47,Cote d'Ivoire,Africa,Cote d'Ivoire,C�te d�Ivoire,Republic of C�te d�Ivoire,0,0,0,0,24562839.732942019,31910256.266226217,7347416.5332841985,29.912732457519319,-29.912732457519319,0,40.667917719696931,0,0
CAF,41,Central African Republic,Africa,Central African Republic,Central African Republic,Central African Republic,0,0,0,0,2474821.8586789626,2922314.3593911203,447492.50071215769,18.081806540654412,-18.081806540654412,0,48.925095986447609,0,0
PCN,182,Pitcairn Islands,Oceania,Pitcairn Islands,Pitcairn Islands,"Pitcairn, Henderson, Ducie, and Oeno Islands",0,0,0,0,56.709741959581152,20.731887000059945,-35.97785495952121,-63.442106622815842,63.442106622815842,0,16.5449048988771,0,0
BES,21,Sint Eustatius,North America,Saba,,,0,0,0,0,23078.871815209939,28943.535253895196,5864.6634386852566,25.411395694048611,-25.411395694048611,0,15.737563252151451,0,0
AIA,4,Anguilla,North America,Anguilla,Anguilla,Anguilla,0,0,0,0,14034.000034548431,14673.999974672121,639.99994012368552,4.5603529895122916,-4.5603529895122916,0,16.001090238569734,0,0
ASM,10,American Samoa,Oceania,American Samoa,American Samoa,Territory of American Samoa,0,0,0,0,53185.000008907278,46389.000010243573,-6795.9999986637049,-12.77803891609576,12.77803891609576,0,26.680894186973287,0,0
ATG,13,Antigua and Barbuda,North America,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,0,0,0,0,89052.741514129593,93945.043924835554,4892.3024107059755,5.4937134191761361,-5.4937134191761361,0,17.596912793028778,0,0
AX2,16,U.S. Naval Base Guantanamo Bay,North America,U.S. Naval Base Guantanamo Bay,,,0,0,0,0,9182.4511430354287,8933.1156783792758,-249.33546465615109,-2.7153475773760412,2.7153475773760412,0,17.512856379649676,0,0
BEL,19,Belgium,Europe,Belgium,Belgium,Kingdom of Belgium,0,0,0,0,11204250.001057925,11714136.64381652,509886.64275859855,4.5508324315367314,-4.5508324315367314,0,15.853660647065718,0,0
BEN,20,Benin,Africa,Benin,Benin,Republic of Benin,0,0,0,0,11141161.356613897,14568515.60758719,3427354.2509732954,30.762989075090125,-30.762989075090125,0,41.407780423241114,0,0
BES,21,Bonaire,North America,Saba,,,0,0,0,0,1451.250576697091,1975.6765816532925,524.4260049562015,36.136144465812755,-36.136144465812755,0,15.65860329856964,0,0
BES,21,Saba,North America,Saba,,,0,0,0,0,22.332323965617999,26.51446473953547,4.1821407739174674,18.726849835942431,-18.726849835942431,0,13.572418149440788,0,0
BFA,24,Burkina Faso,Africa,Burkina Faso,Burkina Faso,Burkina Faso,0,0,0,0,18387016.769831803,23662995.324221458,5275978.5543896556,28.694043304763451,-28.694043304763451,0,41.499491868349622,0,0
BRN,37,Brunei,Asia,Brunei,Brunei,Brunei Darussalam,0,0,0,0,419400.23911018699,464458.28404593922,45058.04493575223,10.743447603022076,-10.743447603022076,0,20.727654004075955,0,0
BGD,25,Bangladesh,Asia,Bangladesh,Bangladesh,People�s Republic of Bangladesh,0,0,0,0,158759633.91332468,174709178.82452148,15949544.911196798,10.046347751031288,-10.046347751031288,0,27.811192499568037,0,0
BHR,27,Bahrain,Asia,Bahrain,Bahrain,Kingdom of Bahrain,0,0,0,0,1342154.0008857844,1626293.0004543334,284138.99956854898,21.170372355260657,-21.170372355260657,0,18.559939667189159,0,0
BHS,28,The Bahamas,North America,The Bahamas,"Bahamas, The",Commonwealth of The Bahamas,0,0,0,0,382657.60006510181,400862.07537721633,18204.475312114519,4.7573797852224491,-4.7573797852224491,0,17.705512174269085,0,0
BLM,30,Saint Barthelemy,North America,Saint Barthelemy,Saint Barthelemy,Saint Barthelemy,0,0,0,0,9513.9999890081272,11338.000016597918,1824.000027589791,19.171747211447599,-19.171747211447599,0,18.636443947676405,0,0
BLR,31,Belarus,Europe,Belarus,Belarus,Republic of Belarus,0,0,0,0,9479211.2432583366,9028027.1351021137,-451184.10815622291,-4.7597220546921273,4.7597220546921273,0,16.094322789590677,0,0
BLZ,32,Belize,North America,Belize,Belize,Belize,0,0,0,0,352315.41398531484,419728.16357991571,67412.749594600871,19.134203874886602,-19.134203874886602,0,26.385953799220051,0,0
BMU,33,Bermuda,North America,Bermuda,Bermuda,Bermuda,0,0,0,0,63498.000167156104,64600.999943361967,1102.9997762058629,1.7370622276327716,-1.7370622276327716,0,13.470379710665496,0,0
BRB,36,Barbados,North America,Barbados,Barbados,Barbados,0,0,0,0,277674.17069737869,281541.06994278828,3866.899245409586,1.3926031491146147,-1.3926031491146147,0,17.136952006440463,0,0
GGY,86,Guernsey,Europe,Guernsey,Guernsey,Bailiwick of Guernsey,0,0,0,0,62217.000292262645,64391.0001335528,2173.999841290155,3.4942215649707489,-3.4942215649707489,0,13.879268829365056,0,0
GHA,87,Ghana,Africa,Ghana,Ghana,Republic of Ghana,0,0,0,0,28286663.475370456,34646679.474858738,6360015.9994882829,22.484150543333001,-22.484150543333001,0,35.637874003424166,0,0
GIB,88,Gibraltar,Europe,Gibraltar,Gibraltar,Gibraltar,0,0,0,0,33011.000048844144,39739.000078149373,6728.000029305229,20.381085151465459,-20.381085151465459,0,17.62500309576518,0,0
MRT,159,Mauritania,Africa,Mauritania,Mauritania,Islamic Republic of Mauritania,0,0,0,0,3909976.3336194945,5247492.0106403911,1337515.6770208967,34.207769124340153,-34.207769124340153,0,42.559185469892526,0,0
MAF,143,Saint Martin,North America,Saint Martin,Saint Martin,Saint Martin,0,0,0,0,37605.360740880082,25678.115703265627,-11927.245037614455,-31.716874410005513,31.716874410005513,0,21.141994824884819,0,0
MCO,145,Monaco,Europe,Monaco,Monaco,Principality of Monaco,0,0,0,0,36545.283278167248,38581.558347582817,2036.2750694155693,5.5719230684745398,-5.5719230684745398,0,13.625087385035773,0,0
MDA,146,Moldova,Europe,Moldova,Moldova,Republic of Moldova,0,0,0,0,3317182.9164104988,3019904.8511565295,-297278.06525396928,-8.9617628193880812,8.9617628193880812,0,19.667390427582234,0,0
MDV,148,Maldives,Asia,Maldives,Maldives,Republic of Maldives,0,0,0,0,420536.78484401235,528758.92471804586,108222.13987403351,25.734286220449377,-25.734286220449377,0,19.33346595262773,0,0
MHL,150,Marshall Islands,Oceania,Marshall Islands,Marshall Islands,Republic of the Marshall Islands,0,0,0,0,49322.999842350808,36914.000029716277,-12408.999812634531,-25.158647795748301,25.158647795748301,0,34.198407070919728,0,0
MLI,152,Mali,Africa,Mali,Mali,Republic of Mali,0,0,0,0,18200441.017454576,24699741.406712923,6499300.3892583475,35.709576394469735,-35.709576394469735,0,45.974692360765893,0,0
MLT,153,Malta,Europe,Malta,Malta,Republic of Malta,0,0,0,0,439120.05315696209,542201.95632099255,103081.90316403046,23.47465173201374,-23.47465173201374,0,12.956956871750069,0,0
MNP,157,Northern Mariana Islands,Oceania,Northern Mariana Islands,Northern Mariana Islands,Commonwealth of the Northern Mariana Islands,0,0,0,0,51865.999957622589,43887.000003953144,-7978.9999536694449,-15.383873751954519,15.383873751954519,0,21.614601214916988,0,0
MSR,160,Montserrat,North America,Montserrat,Montserrat,Montserrat,0,0,0,0,4690.000000605758,4372.9999986335933,-317.00000197216468,-6.7590618748661218,6.7590618748661218,0,16.007317642196099,0,0
GLP,90,Guadeloupe,North America,Guadeloupe,Guadeloupe,,0,0,0,0,402706.87920936546,371822.14604673011,-30884.733162635413,-7.669283728967188,7.669283728967188,0,16.19113677490299,0,0
MTQ,161,Martinique,North America,Martinique,Martinique,,0,0,0,0,384470.86142926483,340839.09106369439,-43631.770365570439,-11.348524619881458,11.348524619881458,0,14.801336728962838,0,0
MUS,162,Mauritius,Africa,Mauritius,Mauritius,Republic of Mauritius,0,0,0,0,1216562.4123526094,1195376.4553523518,-21185.95700025768,-1.7414607573883456,1.7414607573883456,0,14.801244054345108,0,0
MYT,165,Mayotte,Africa,Mayotte,Mayotte,,0,0,0,0,240528.99993803556,331759.00010621845,91230.000168182887,37.928898466166373,-37.928898466166373,0,42.885950349672193,0,0
NCL,167,New Caledonia,Oceania,Hunter and Matthew Islands,New Caledonia,New Caledonia,0,0,0,0,282585.6459247513,293568.19883682864,10982.552912077344,3.8864510885318801,-3.8864510885318801,0,21.197005848267601,0,0
NFK,170,Norfolk Island,Oceania,Norfolk Island,Norfolk Island,Territory of Norfolk Island,0,0,0,0,2042.4867314933465,2306.8785087725691,264.39177727922288,12.944601950286115,-12.944601950286115,0,15.969641133712409,0,0
NIU,173,Niue,Oceania,Niue,Niue,Niue,0,0,0,0,1774.9999996267195,1822.0000084493877,47.000008822667951,2.6478878215522252,-2.6478878215522252,0,22.61251366366276,0,0
NLD,174,Netherlands,Europe,Netherlands,Netherlands,Kingdom of the Netherlands,0,0,0,0,17060193.597830456,18285031.309800792,1224837.7119703367,7.179506521696795,-7.179506521696795,0,14.977443309212315,0,0
NRU,177,Nauru,Oceania,Nauru,Nauru,Republic of Nauru,0,0,0,0,10848.999944824682,11987.999922420364,1138.9999775956819,10.498663318170829,-10.498663318170829,0,37.487487473839778,0,0
MAC,142,Macau,Asia,Macau,Macau,Macau Special Administrative Region,0,0,0,0,616131.82631240308,721623.7102685459,105491.88395614282,17.121641741430555,-17.121641741430555,0,13.823211823887702,0,0
LUX,140,Luxembourg,Europe,Luxembourg,Luxembourg,Grand Duchy of Luxembourg,0,0,0,0,555054.98072632693,667471.3762429104,112416.39551658346,20.253200028847417,-20.253200028847417,0,15.772777342636379,0,0
LTU,139,Lithuania,Europe,Lithuania,Lithuania,Republic of Lithuania,0,0,0,0,2922588.7098877379,2851834.4829792478,-70754.226908490062,-2.420943688351135,2.420943688351135,0,14.619736629466759,0,0
LCA,135,Saint Lucia,North America,Saint Lucia,Saint Lucia,Saint Lucia,0,0,0,0,173860.73960486025,179288.15652647102,5427.4169216107694,3.1217035737601604,-3.1217035737601604,0,17.362526407068195,0,0
GMB,91,The Gambia,Africa,The Gambia,"Gambia, The",Republic of The Gambia,0,0,0,0,2195102.3538096165,2791555.2739731441,596452.9201635276,27.171986724372061,-27.171986724372061,0,39.998741930991585,0,0
GNB,92,Guinea-Bissau,Africa,Guinea-Bissau,Guinea-Bissau,Republic of Guinea-Bissau,0,0,0,0,1763216.7243142836,2224669.7242162121,461452.99990192847,26.171087963187738,-26.171087963187738,0,38.561857594926941,0,0
GRD,95,Grenada,North America,Grenada,Grenada,Grenada,0,0,0,0,114146.358026556,116975.37373265011,2829.0157060941274,2.478410835881387,-2.478410835881387,0,19.229063730489212,0,0
GRL,96,Greenland,North America,Greenland,Greenland,Greenland,0,0,0,0,55987.999987818912,55796.000021095912,-191.9999667230004,-0.34293056863037269,0.34293056863037269,0,20.782851819927657,0,0
GUF,98,French Guiana,South America,French Guiana,French Guiana,,0,0,0,0,263732.18752116902,310937.53810852027,47205.350587351248,17.898972071265369,-17.898972071265369,0,31.026289839193449,0,0
GUM,99,Guam,Oceania,Guam,Guam,Territory of Guam,0,0,0,0,165220.99966352253,168399.00003665022,3178.0003731276956,1.9234845325956071,-1.9234845325956071,0,25.943146870049773,0,0
HKG,101,Hong Kong,Asia,Hong Kong,Hong Kong,Hong Kong Special Administrative Region,0,0,0,0,7336093.8978529042,7387481.0325984024,51387.134745498188,0.70046997027311697,-0.70046997027311697,0,10.414635465451374,0,0
HUN,106,Hungary,Europe,Hungary,Hungary,Hungary,0,0,0,0,9847981.6507068109,9658726.203142602,-189255.44756420888,-1.9217688890659703,1.9217688890659703,0,14.368192772484964,0,0
IMN,108,Isle of Man,Europe,Isle of Man,Isle of Man,Isle of Man,0,0,0,0,83739.860437390249,84136.293279225327,396.43284183507785,0.47340996242939598,-0.47340996242939598,0,14.064821032497449,0,0
IRL,111,Ireland,Europe,Ireland,Ireland,Ireland,0,0,0,0,4676815.2875607051,5281518.5061769858,604703.2186162807,12.929807602721826,-12.929807602721826,0,18.326588246284437,0,0
JEY,119,Jersey,Europe,Jersey,Jersey,Bailiwick of Jersey,0,0,0,0,100975.00021387528,103925.00007053628,2949.9998566609866,2.9215150783982051,-2.9215150783982051,0,14.271830636488014,0,0
KHM,126,Cambodia,Asia,Cambodia,Cambodia,Kingdom of Cambodia,0,0,0,0,15491299.283889201,17722480.785375129,2231181.5014859289,14.402804184451693,-14.402804184451693,0,29.642304194923081,0,0
KIR,127,Kiribati,Oceania,Kiribati,Kiribati,Republic of Kiribati,0,0,0,0,26344.495016991419,63686.57224919444,37342.077232203024,141.74527622609008,-141.74527622609008,0,32.339022360652386,0,0
KNA,128,Saint Kitts and Nevis,North America,Saint Kitts and Nevis,Saint Kitts and Nevis,Federation of Saint Kitts and Nevis,0,0,0,0,47082.45168890417,46872.30287833797,-210.14881056619924,-0.44634211479629599,0.44634211479629599,0,18.166825774553725,0,0
KWT,130,Kuwait,Asia,Kuwait,Kuwait,State of Kuwait,0,0,0,0,3742446.4908077121,4983480.7559307264,1241034.2651230148,33.161042333438125,-33.161042333438125,0,18.084782791902491,0,0
LBR,133,Liberia,Africa,Liberia,Liberia,Republic of Liberia,0,0,0,0,4460447.4383850079,5501372.3424757263,1040924.9040907184,23.336782205589795,-23.336782205589795,0,39.300820240708426,0,0
LBY,134,Libya,Africa,Libya,Libya,State of Libya,0,0,0,0,5859562.7031589756,6703792.1766580585,844229.47349908296,14.40772146774616,-14.40772146774616,0,27.150379445619791,0,0
LVA,141,Latvia,Europe,Latvia,Latvia,Republic of Latvia,0,0,0,0,1985330.5772681097,1862969.7765233936,-122360.80074471585,-6.1632456652679464,6.1632456652679464,0,15.288172973320291,0,0
